1.4270,2.3799,2.2467,2.4387,1.8510
2.7157,3.7132,3.6988,3.9933,2.3297
2.4965,3.7266,4.6959,5.0486,2.6784
2.3601,3.8417,4.7072,5.4060,3.3692
2.1980,3.8694,4.4904,5.0201,3.3354
2.1923,3.5843,4.0427,5.0412,3.7096
2.2265,3.5684,3.9730,4.9192,3.9615
2.4140,3.3712,3.9533,4.9914,4.1308
2.3393,3.2655,3.8984,5.3446,4.2870
2.0821,3.3758,4.1577,5.4671,4.6632
2.0230,3.2133,4.2285,5.4577,4.8230
