10.0000,1.3448,41.6942,2.1161
10.0000,1.3529,45.4313,2.1024
10.0000,1.3761,45.3385,2.2603
10.0000,1.2503,42.4936,1.8736
10.0000,1.4787,45.4254,2.2128
10.0000,1.4259,46.0133,2.0892
10.0000,1.4505,45.4063,2.0597
10.0000,1.4614,45.4613,2.0729
10.0000,1.4902,46.0221,2.2082
10.0000,1.4720,46.1384,1.9461
10.0000,1.4433,45.4939,1.8715
10.0000,1.4867,45.4613,2.1611
10.0000,1.6681,46.1188,2.0449
10.0000,1.5804,46.1486,2.0317
10.0000,1.6014,45.7398,1.9904
10.0000,1.6166,45.4613,2.6678
10.0000,2.7823,46.1188,4.4341
10.0000,2.7245,46.1486,4.6939
10.0000,2.8417,45.7398,4.4526
10.0000,2.7551,45.4613,4.6892
10.0000,1.4835,41.7540,2.3826
10.0000,1.4962,45.4839,2.5954
10.0000,1.5389,45.3916,2.1290
10.0000,1.3923,42.5397,1.7917
10.0000,1.5950,45.4753,2.0497
10.0000,1.6097,46.0675,2.3931
10.0000,1.5616,45.4590,2.3948
10.0000,1.6085,45.5063,2.1321
10.0000,1.6368,46.0747,1.7790
10.0000,1.6709,46.1921,2.3596
10.0000,1.6042,45.5464,2.2328
10.0000,1.6614,45.5063,2.0894
10.0000,1.8112,46.1688,1.8371
10.0000,1.8019,46.2021,2.2939
10.0000,1.8216,45.7900,2.1958
10.0000,1.8130,45.5063,2.2877
10.0000,3.0062,46.1688,3.7619
10.0000,2.8707,46.2021,3.8739
10.0000,2.9832,45.7900,4.3991
10.0000,2.8995,45.5063,3.8982
10.0000,1.5147,41.8374,2.7476
10.0000,1.5284,45.5574,2.7744
10.0000,1.5931,45.4658,2.1333
10.0000,1.4266,42.6042,2.1381
10.0000,1.6272,45.5452,2.0876
10.0000,1.6327,46.1433,2.3348
10.0000,1.5979,45.5326,2.6181
10.0000,1.6386,45.5692,1.9500
10.0000,1.6766,46.1482,1.7461
10.0000,1.7220,46.2673,2.2621
10.0000,1.6600,45.6199,1.4272
10.0000,1.7050,45.5692,1.5000
10.0000,1.8728,46.2387,1.5681
10.0000,1.8807,46.2768,2.4741
10.0000,1.8991,45.8603,1.5419
10.0000,1.8578,45.5692,1.4746
10.0000,3.0813,46.2387,3.6807
10.0000,2.9272,46.2768,3.2265
10.0000,3.0215,45.8603,4.0256
10.0000,2.9814,45.5692,3.7469
10.0000,1.5427,41.9445,2.5465
10.0000,1.5549,45.6517,2.9014
10.0000,1.6171,45.5611,2.7127
10.0000,1.4531,42.6870,2.3253
10.0000,1.6520,45.6348,1.9110
10.0000,1.6556,46.2405,2.1475
10.0000,1.6258,45.6271,2.4732
10.0000,1.6597,45.6500,1.7615
10.0000,1.6998,46.2426,1.6240
10.0000,1.7538,46.3637,1.9433
10.0000,1.6890,45.7141,1.2657
10.0000,1.7342,45.6500,1.4347
10.0000,1.9028,46.3284,1.6617
10.0000,1.9217,46.3727,2.3896
10.0000,1.9487,45.9505,1.3839
10.0000,1.8943,45.6500,1.0908
10.0000,3.1217,46.3284,3.7257
10.0000,2.9685,46.3727,2.8187
10.0000,3.0441,45.9505,3.6872
10.0000,3.0123,45.6500,3.4219
10.0000,1.5708,42.0750,2.4461
10.0000,1.5816,45.7667,2.7855
10.0000,1.6426,45.6772,2.6313
10.0000,1.4810,42.7879,2.0216
10.0000,1.6779,45.7440,1.9246
10.0000,1.6772,46.3590,2.4662
10.0000,1.6541,45.7423,2.4190
10.0000,1.6815,45.7485,1.4907
10.0000,1.7250,46.3576,1.5054
10.0000,1.7858,46.4813,1.7920
10.0000,1.7179,45.8290,1.7235
10.0000,1.7592,45.7485,1.6601
10.0000,1.9290,46.4379,1.5060
10.0000,1.9625,46.4897,2.1953
10.0000,1.9922,46.0606,1.8038
10.0000,1.9288,45.7485,1.0702
10.0000,3.1638,46.4379,3.6121
10.0000,3.0041,46.4897,2.3403
10.0000,3.0695,46.0606,3.1033
10.0000,3.0362,45.7485,3.0365
10.0000,1.5944,42.2288,2.2257
10.0000,1.6094,45.9023,2.8831
10.0000,1.6695,45.8141,2.5148
10.0000,1.5098,42.9069,1.8991
10.0000,1.7032,45.8728,2.0265
10.0000,1.7002,46.4987,2.4165
10.0000,1.6814,45.8781,2.0681
10.0000,1.7034,45.8646,1.3594
10.0000,1.7516,46.4932,1.3179
10.0000,1.8161,46.6199,1.8800
10.0000,1.7453,45.9645,2.0552
10.0000,1.7835,45.8646,1.4871
10.0000,1.9569,46.5669,1.3865
10.0000,2.0012,46.6276,2.0602
10.0000,2.0330,46.1902,2.0241
10.0000,1.9629,45.8646,1.0243
10.0000,3.2014,46.5669,3.1965
10.0000,3.0381,46.6276,2.2354
10.0000,3.0974,46.1902,3.4523
10.0000,3.0628,45.8646,2.7836
10.0000,1.6121,42.4054,2.0492
10.0000,1.6377,46.0582,2.7335
10.0000,1.6968,45.9715,2.4327
10.0000,1.5394,43.0438,1.8391
10.0000,1.7242,46.0210,1.9776
10.0000,1.7243,46.6594,2.5761
10.0000,1.7079,46.0343,1.8085
10.0000,1.7223,45.9983,1.2568
10.0000,1.7760,46.6491,1.2252
10.0000,1.8457,46.7793,1.9792
10.0000,1.7721,46.1203,1.9052
10.0000,1.8073,45.9983,1.5269
10.0000,1.9798,46.7153,1.4243
10.0000,2.0366,46.7862,2.0004
10.0000,2.0726,46.3394,1.9494
10.0000,1.9985,45.9983,1.1329
10.0000,3.2335,46.7153,2.5998
10.0000,3.0665,46.7862,1.9467
10.0000,3.1275,46.3394,3.1963
10.0000,3.0880,45.9983,2.7473
10.0000,1.6298,42.6048,1.9196
10.0000,1.6669,46.2343,2.6177
10.0000,1.7231,46.1493,2.4878
10.0000,1.5698,43.1984,1.5573
10.0000,1.7450,46.1884,2.0595
10.0000,1.7493,46.8408,2.8591
10.0000,1.7350,46.2107,1.7070
10.0000,1.7397,46.1493,1.3370
10.0000,1.7998,46.8252,1.3270
10.0000,1.8765,46.9593,2.2148
10.0000,1.7992,46.2962,1.5308
10.0000,1.8315,46.1493,1.5496
10.0000,2.0030,46.8829,1.7831
10.0000,2.0675,46.9652,2.2763
10.0000,2.1065,46.5079,1.8295
10.0000,2.0330,46.1493,1.0731
10.0000,3.2654,46.8829,2.6291
10.0000,3.0962,46.9652,1.8413
10.0000,3.1594,46.5079,2.9770
10.0000,3.1076,46.1493,2.6331
10.0000,1.6480,42.8265,1.9810
10.0000,1.6969,46.4303,2.5290
10.0000,1.7490,46.3472,2.4667
10.0000,1.5990,43.3705,1.4352
10.0000,1.7666,46.3747,2.1775
10.0000,1.7751,47.0427,2.7990
10.0000,1.7630,46.4070,1.5784
10.0000,1.7581,46.3175,1.4534
10.0000,1.8241,47.0213,1.7154
10.0000,1.9074,47.1597,2.3651
10.0000,1.8272,46.4920,1.7004
10.0000,1.8535,46.3175,1.7052
10.0000,2.0271,47.0695,1.9421
10.0000,2.0984,47.1646,2.0517
10.0000,2.1372,46.6955,1.6066
10.0000,2.0582,46.3175,1.1020
10.0000,3.2985,47.0695,2.1538
10.0000,3.1272,47.1646,1.7634
10.0000,3.1879,46.6955,2.8656
10.0000,3.1286,46.3175,2.6706
10.0000,1.6665,43.0702,2.4776
10.0000,1.7256,46.6459,2.4621
10.0000,1.7750,46.5649,2.4090
10.0000,1.6264,43.5600,1.3371
10.0000,1.7890,46.5798,2.0724
10.0000,1.8006,47.2649,2.5427
10.0000,1.7917,46.6231,1.4640
10.0000,1.7773,46.5027,1.3458
10.0000,1.8489,47.2370,1.7819
10.0000,1.9392,47.3801,2.2743
10.0000,1.8507,46.7075,1.9336
10.0000,1.8755,46.5027,1.6204
10.0000,2.0506,47.2750,1.8257
10.0000,2.1300,47.3839,1.8564
10.0000,2.1644,46.9019,1.6624
10.0000,2.0802,46.5027,1.2540
10.0000,3.3331,47.2750,2.3405
10.0000,3.1591,47.3839,1.7449
10.0000,3.2164,46.9019,2.8594
10.0000,3.1495,46.5027,2.3705
10.0000,1.6856,43.3356,2.5627
10.0000,1.7542,46.8810,2.4133
10.0000,1.8017,46.8023,2.4451
10.0000,1.6483,43.7666,1.8502
10.0000,1.8120,46.8034,1.9475
10.0000,1.8235,47.5071,2.2167
10.0000,1.8204,46.8586,1.8605
10.0000,1.7971,46.7046,1.3101
10.0000,1.8742,47.4722,1.8216
10.0000,1.9703,47.6204,2.0339
10.0000,1.8719,46.9424,1.8607
10.0000,1.8948,46.7046,1.6076
10.0000,2.0742,47.4989,1.7256
10.0000,2.1600,47.6230,1.7270
10.0000,2.1909,47.1270,1.7616
10.0000,2.1028,46.7046,1.4644
10.0000,3.3692,47.4989,2.3692
10.0000,3.1884,47.6230,1.5583
10.0000,3.2458,47.1270,2.7953
10.0000,3.1685,46.7046,2.2497
10.0000,1.3448,41.6942,2.1161
10.0000,1.3529,45.4313,2.1024
10.0000,1.3761,45.3385,2.2603
10.0000,1.2503,42.4936,1.8736
10.0000,1.4787,45.4254,2.2128
10.0000,1.4259,46.0133,2.0892
10.0000,1.4505,45.4063,2.0597
10.0000,1.4614,45.4613,2.0729
10.0000,1.4902,46.0221,2.2082
10.0000,1.4720,46.1384,1.9461
10.0000,1.4433,45.4939,1.8715
10.0000,1.4867,45.4613,2.1611
10.0000,1.6681,46.1188,2.0449
10.0000,1.5804,46.1486,2.0317
10.0000,1.6014,45.7398,1.9904
10.0000,1.6166,45.4613,2.6678
10.0000,2.7823,46.1188,4.4341
10.0000,2.7245,46.1486,4.6939
10.0000,2.8417,45.7398,4.4526
10.0000,2.7551,45.4613,4.6892
10.0000,1.4835,41.7540,2.3826
10.0000,1.4962,45.4839,2.5954
10.0000,1.5389,45.3916,2.1290
10.0000,1.3923,42.5397,1.7917
10.0000,1.5950,45.4753,2.0497
10.0000,1.6097,46.0675,2.3931
10.0000,1.5616,45.4590,2.3948
10.0000,1.6085,45.5063,2.1321
10.0000,1.6368,46.0747,1.7790
10.0000,1.6709,46.1921,2.3596
10.0000,1.6042,45.5464,2.2328
10.0000,1.6614,45.5063,2.0894
10.0000,1.8112,46.1688,1.8371
10.0000,1.8019,46.2021,2.2939
10.0000,1.8216,45.7900,2.1958
10.0000,1.8130,45.5063,2.2877
10.0000,3.0062,46.1688,3.7619
10.0000,2.8707,46.2021,3.8739
10.0000,2.9832,45.7900,4.3991
10.0000,2.8995,45.5063,3.8982
10.0000,1.5147,41.8374,2.7476
10.0000,1.5284,45.5574,2.7744
10.0000,1.5931,45.4658,2.1333
10.0000,1.4266,42.6042,2.1381
10.0000,1.6272,45.5452,2.0876
10.0000,1.6327,46.1433,2.3348
10.0000,1.5979,45.5326,2.6181
10.0000,1.6386,45.5692,1.9500
10.0000,1.6766,46.1482,1.7461
10.0000,1.7220,46.2673,2.2621
10.0000,1.6600,45.6199,1.4272
10.0000,1.7050,45.5692,1.5000
10.0000,1.8728,46.2387,1.5681
10.0000,1.8807,46.2768,2.4741
10.0000,1.8991,45.8603,1.5419
10.0000,1.8578,45.5692,1.4746
10.0000,3.0813,46.2387,3.6807
10.0000,2.9272,46.2768,3.2265
10.0000,3.0215,45.8603,4.0256
10.0000,2.9814,45.5692,3.7469
10.0000,1.5427,41.9445,2.5465
10.0000,1.5549,45.6517,2.9014
10.0000,1.6171,45.5611,2.7127
10.0000,1.4531,42.6870,2.3253
10.0000,1.6520,45.6348,1.9110
10.0000,1.6556,46.2405,2.1475
10.0000,1.6258,45.6271,2.4732
10.0000,1.6597,45.6500,1.7615
10.0000,1.6998,46.2426,1.6240
10.0000,1.7538,46.3637,1.9433
10.0000,1.6890,45.7141,1.2657
10.0000,1.7342,45.6500,1.4347
10.0000,1.9028,46.3284,1.6617
10.0000,1.9217,46.3727,2.3896
10.0000,1.9487,45.9505,1.3839
10.0000,1.8943,45.6500,1.0908
10.0000,3.1217,46.3284,3.7257
10.0000,2.9685,46.3727,2.8187
10.0000,3.0441,45.9505,3.6872
10.0000,3.0123,45.6500,3.4219
10.0000,1.5708,42.0750,2.4461
10.0000,1.5816,45.7667,2.7855
10.0000,1.6426,45.6772,2.6313
10.0000,1.4810,42.7879,2.0216
10.0000,1.6779,45.7440,1.9246
10.0000,1.6772,46.3590,2.4662
10.0000,1.6541,45.7423,2.4190
10.0000,1.6815,45.7485,1.4907
10.0000,1.7250,46.3576,1.5054
10.0000,1.7531,46.4683,1.7920
10.0000,1.7179,45.8290,1.7235
10.0000,1.7592,45.7485,1.6601
10.0000,1.9290,46.4379,1.5060
10.0000,1.9625,46.4897,2.1953
10.0000,1.9922,46.0606,1.8038
10.0000,1.9288,45.7485,1.0702
10.0000,3.1638,46.4379,3.6121
10.0000,3.0041,46.4897,2.3403
10.0000,3.0695,46.0606,3.1033
10.0000,3.0362,45.7485,3.0365
10.0000,1.5944,42.2288,2.2257
10.0000,1.6094,45.9023,2.8831
10.0000,1.6695,45.8141,2.5148
10.0000,1.5098,42.9069,1.8991
10.0000,1.7032,45.8728,2.0265
10.0000,1.7002,46.4987,2.4165
10.0000,1.6814,45.8781,2.0681
10.0000,1.7034,45.8646,1.3594
10.0000,1.7516,46.4932,1.3179
10.0000,1.8161,46.6199,1.8800
10.0000,1.7453,45.9645,2.0552
10.0000,1.7835,45.8646,1.4871
10.0000,1.9569,46.5669,1.3865
10.0000,2.0012,46.6276,2.0602
10.0000,2.0330,46.1902,2.0241
10.0000,1.9629,45.8646,1.0243
10.0000,3.2014,46.5669,3.1965
10.0000,3.0381,46.6276,2.2354
10.0000,3.0974,46.1902,3.4523
10.0000,3.0628,45.8646,2.7836
10.0000,1.6121,42.4054,2.0492
10.0000,1.6377,46.0582,2.7335
10.0000,1.6968,45.9715,2.4327
10.0000,1.5394,43.0438,1.8391
10.0000,1.7242,46.0210,1.9776
10.0000,1.7243,46.6594,2.5761
10.0000,1.7079,46.0343,1.8085
10.0000,1.7223,45.9983,1.2568
10.0000,1.7760,46.6491,1.2252
10.0000,1.8457,46.7793,1.9792
10.0000,1.7721,46.1203,1.9052
10.0000,1.8073,45.9983,1.5269
10.0000,1.9798,46.7153,1.4243
10.0000,2.0366,46.7862,2.0004
10.0000,2.0726,46.3394,1.9494
10.0000,1.9985,45.9983,1.1329
10.0000,3.2335,46.7153,2.5998
10.0000,3.0665,46.7862,1.9467
10.0000,3.1275,46.3394,3.1963
10.0000,3.0880,45.9983,2.7473
10.0000,1.6298,42.6048,1.9196
10.0000,1.6669,46.2343,2.6177
10.0000,1.7231,46.1493,2.4878
10.0000,1.5698,43.1984,1.5573
10.0000,1.7450,46.1884,2.0595
10.0000,1.7493,46.8408,2.8591
10.0000,1.7350,46.2107,1.7070
10.0000,1.7397,46.1493,1.3370
10.0000,1.7998,46.8252,1.3270
10.0000,1.8765,46.9593,2.2148
10.0000,1.7992,46.2962,1.5308
10.0000,1.8315,46.1493,1.5496
10.0000,2.0030,46.8829,1.7831
10.0000,2.0675,46.9652,2.2763
10.0000,2.1065,46.5079,1.8295
10.0000,2.0330,46.1493,1.0731
10.0000,3.2654,46.8829,2.6291
10.0000,3.0962,46.9652,1.8413
10.0000,3.1594,46.5079,2.9770
10.0000,3.1076,46.1493,2.6331
10.0000,1.6480,42.8265,1.9810
10.0000,1.6969,46.4303,2.5290
10.0000,1.7490,46.3472,2.4667
10.0000,1.5990,43.3705,1.4352
10.0000,1.7666,46.3747,2.1775
10.0000,1.7751,47.0427,2.7990
10.0000,1.7630,46.4070,1.5784
10.0000,1.7581,46.3175,1.4534
10.0000,1.8241,47.0213,1.7154
10.0000,1.9074,47.1597,2.3651
10.0000,1.8272,46.4920,1.7004
10.0000,1.8535,46.3175,1.7052
10.0000,2.0271,47.0695,1.9421
10.0000,2.0984,47.1646,2.0517
10.0000,2.1372,46.6955,1.6066
10.0000,2.0582,46.3175,1.1020
10.0000,3.2985,47.0695,2.1538
10.0000,3.1272,47.1646,1.7634
10.0000,3.1879,46.6955,2.8656
10.0000,3.1286,46.3175,2.6706
10.0000,1.6665,43.0702,2.4776
10.0000,1.7256,46.6459,2.4621
10.0000,1.7750,46.5649,2.4090
10.0000,1.6264,43.5600,1.3371
10.0000,1.7890,46.5798,2.0724
10.0000,1.8006,47.2649,2.5427
10.0000,1.7917,46.6231,1.4640
10.0000,1.7773,46.5027,1.3458
10.0000,1.8489,47.2370,1.7819
10.0000,1.9392,47.3801,2.2743
10.0000,1.8507,46.7075,1.9336
10.0000,1.8755,46.5027,1.6204
10.0000,2.0506,47.2750,1.8257
10.0000,2.1300,47.3839,1.8564
10.0000,2.1644,46.9019,1.6624
10.0000,2.0802,46.5027,1.2540
10.0000,3.3331,47.2750,2.3405
10.0000,3.1591,47.3839,1.7449
10.0000,3.2164,46.9019,2.8594
10.0000,3.1495,46.5027,2.3705
10.0000,1.6856,43.3356,2.5627
10.0000,1.7542,46.8810,2.4133
10.0000,1.8017,46.8023,2.4451
10.0000,1.6483,43.7666,1.8502
10.0000,1.8120,46.8034,1.9475
10.0000,1.8235,47.5071,2.2167
10.0000,1.8204,46.8586,1.8605
10.0000,1.7971,46.7046,1.3101
10.0000,1.8742,47.4722,1.8216
10.0000,1.9703,47.6204,2.0339
10.0000,1.8719,46.9424,1.8607
10.0000,1.8948,46.7046,1.6076
10.0000,2.0742,47.4989,1.7256
10.0000,2.1600,47.6230,1.7270
10.0000,2.1909,47.1270,1.7616
10.0000,2.1028,46.7046,1.4644
10.0000,3.3692,47.4989,2.3692
10.0000,3.1884,47.6230,1.5583
10.0000,3.2458,47.1270,2.7953
10.0000,3.1685,46.7046,2.2497
